,0
optimized telecommunication,0.1643006524813404
orchestrator agent,0.1643006524813404
response intent,0.1643006524813404
skill agent,0.1643006524813404
telecommunications system,0.1643006524813404
set question,0.16288414817428687
ai base,0.1625947929834165
accurate set,0.1618472224094164
alternate decision,0.1618472224094164
autism autism,0.1618472224094164
autism classification,0.1618472224094164
autism instrument,0.1618472224094164
autism meet,0.1618472224094164
classification tool,0.1618472224094164
compromise accuracy,0.1618472224094164
conference person,0.1618472224094164
design autism,0.1618472224094164
diagnosis disorder,0.1618472224094164
diagnostic item,0.1618472224094164
disclose alternate,0.1618472224094164
disorder artificial,0.1618472224094164
disorder autism,0.1618472224094164
generate highly,0.1618472224094164
health technology,0.1618472224094164
highly statistically,0.1618472224094164
independent source,0.1618472224094164
instrument diagnosis,0.1618472224094164
instrument set,0.1618472224094164
instrument test,0.1618472224094164
intelligence instrument,0.1618472224094164
intelligence mobile,0.1618472224094164
intelligence second,0.1618472224094164
mobile health,0.1618472224094164
observation subject,0.1618472224094164
question design,0.1618472224094164
rule diagnosis,0.1618472224094164
second test,0.1618472224094164
select instrument,0.1618472224094164
separate autism,0.1618472224094164
set diagnostic,0.1618472224094164
source computer,0.1618472224094164
statistically accurate,0.1618472224094164
subject video,0.1618472224094164
technology compromise,0.1618472224094164
test independent,0.1618472224094164
tool observation,0.1618472224094164
video conference,0.1618472224094164
provide complete,0.16112633883351735
base algorithm,0.1605457556874922
intelligence algorithm,0.16023459847481847
invention describe,0.16015413177427296
intelligence objective,0.16009675070866736
security security,0.15806917469160808
preferred invention,0.156813233347466
system improve,0.15637610412785585
emit diode,0.1563195304405156
diagnostic tool,0.15617300722125171
abstract computer,0.15533086601675716
intelligence agent,0.15514984408013532
database artificial,0.15425003113015856
state chip,0.15280966552981878
objective present,0.14989063623757293
tool computer,0.1496751749443328
solution safe,0.14957285037776902
method determination,0.1494568707705739
intelligence comprise,0.14912277489365677
present invention,0.14908218060599088
agent perform,0.1483539377052805
intelligence technology,0.14796692572009595
base update,0.14656442788235524
use internet,0.14638728989318528
datum artificial,0.14575662857551486
analyse golf,0.1457444706726343
apparatus measure,0.1457444706726343
characterise swing,0.1457444706726343
datum characterise,0.1457444706726343
detect force,0.1457444706726343
early processing,0.1457444706726343
force include,0.1457444706726343
golf swing,0.1457444706726343
include stand,0.1457444706726343
intelligence mean,0.1457444706726343
intelligence means,0.1457444706726343
mean apparatus,0.1457444706726343
mean datum,0.1457444706726343
mean detection,0.1457444706726343
mean processing,0.1457444706726343
means include,0.1457444706726343
means operable,0.1457444706726343
means processable,0.1457444706726343
measure analyse,0.1457444706726343
processable early,0.1457444706726343
processing means,0.1457444706726343
receive artificial,0.1457444706726343
stand surface,0.1457444706726343
surface sensor,0.1457444706726343
swing include,0.1457444706726343
swing receive,0.1457444706726343
second artificial,0.14533601013035558
item select,0.14426144164555454
instruction generate,0.1439473227896435
identify category,0.1426460599595859
monitoring unit,0.14251116288181043
invention solve,0.14229272863230202
traffic violation,0.14213945123949856
obtain use,0.14041265000800696
send cloud,0.13988213973582864
intelligence system,0.13901985301342368
allow crowdsourced,0.1380376108691871
money artificial,0.1380376108691871
technique related,0.1358760645279944
intelligence engine,0.13583972171839998
action provide,0.13422084519077337
abstract artificial,0.13374305756821825
agriculture cover,0.13373326809992514
algorithm organic,0.13373326809992514
con monitoring,0.13373326809992514
cover hot,0.13373326809992514
farming system,0.13373326809992514
hot con,0.13373326809992514
precision agriculture,0.13373326809992514
smart organic,0.13373326809992514
behavior design,0.13281400551644462
question behavior,0.13281400551644462
patient device,0.1326940343973505
present prior,0.13218790507716904
system figure,0.13150717429341263
earphone system,0.13113242696967198
intelligent earphone,0.13113242696967198
monitoring biomedical,0.13113242696967198
processing earphone,0.13113242696967198
remote health,0.13113242696967198
signal transducer,0.13113242696967198
transducer control,0.13113242696967198
ad ree,0.13088062202650208
class classifier,0.13088062202650208
classifier substitute,0.13088062202650208
lad ree,0.13088062202650208
meet ad,0.13088062202650208
ordinal class,0.13088062202650208
ree lad,0.13088062202650208
ree ordinal,0.13088062202650208
tree autism,0.13088062202650208
acquire artificial,0.1306445197981022
acquire save,0.1306445197981022
actually create,0.1306445197981022
ai creation,0.1306445197981022
ai information,0.1306445197981022
capable verify,0.1306445197981022
carry information,0.1306445197981022
comprise ai,0.1306445197981022
computation creation,0.1306445197981022
computation result,0.1306445197981022
computation unit,0.1306445197981022
constitute artificial,0.1306445197981022
create mean,0.1306445197981022
creation create,0.1306445197981022
creation output,0.1306445197981022
creation verification,0.1306445197981022
device computation,0.1306445197981022
information artificial,0.1306445197981022
information constitute,0.1306445197981022
intelligence actually,0.1306445197981022
intelligence input,0.1306445197981022
processing computation,0.1306445197981022
provide ai,0.1306445197981022
result computation,0.1306445197981022
save input,0.1306445197981022
store creation,0.1306445197981022
verification device,0.1306445197981022
verify creation,0.1306445197981022
intelligence robotic,0.1302939885522193
task detection,0.12978436656455705
internet thing,0.12950411431706566
clothing processing,0.1293116959394469
device online,0.1293116959394469
intelligence cause,0.1293116959394469
recognize online,0.1293116959394469
relate clothing,0.1293116959394469
visually recognize,0.1293116959394469
input information,0.1289000141836799
use historical,0.12888982359459944
agriculture bring,0.12865881612199082
agriculture irrigation,0.12865881612199082
agriculture optimization,0.12865881612199082
agriculture revolution,0.12865881612199082
audit application,0.12865881612199082
bring agriculture,0.12865881612199082
change population,0.12865881612199082
elevate productivity,0.12865881612199082
embed robot,0.12865881612199082
employment issue,0.12865881612199082
excess use,0.12865881612199082
fertility soil,0.12865881612199082
food security,0.12865881612199082
growth employment,0.12865881612199082
help efficient,0.12865881612199082
help sensor,0.12865881612199082
herbicide maintain,0.12865881612199082
intelligence agriculture,0.12865881612199082
irrigation artificial,0.12865881612199082
irrigation present,0.12865881612199082
irrigation weed,0.12865881612199082
issue food,0.12865881612199082
like climate,0.12865881612199082
maintain fertility,0.12865881612199082
mean embed,0.12865881612199082
optimization irrigation,0.12865881612199082
pesticide herbicide,0.12865881612199082
population growth,0.12865881612199082
power elevate,0.12865881612199082
protect crop,0.12865881612199082
revolution technology,0.12865881612199082
robot drone,0.12865881612199082
robotic based,0.12865881612199082
save excess,0.12865881612199082
security problem,0.12865881612199082
soil help,0.12865881612199082
spray help,0.12865881612199082
system agriculture,0.12865881612199082
technology save,0.12865881612199082
use audit,0.12865881612199082
use man,0.12865881612199082
water pesticide,0.12865881612199082
weed spray,0.12865881612199082
yield factor,0.12865881612199082
include mean,0.1283301814617157
intelligence include,0.12818190866818613
disclosure use,0.12750314283451947
generate execution,0.1271950022311844
analyzer processing,0.12711518556010837
dr analyzer,0.12711518556010837
identifier unit,0.12711518556010837
intelligence applicant,0.12711518556010837
processing identifier,0.12711518556010837
trading use,0.12711518556010837
transaction trading,0.12711518556010837
agent train,0.12701184186627057
image patient,0.12694910335437815
intelligence configure,0.12684164018964195
system remote,0.12625884952948507
disclose artificial,0.1257239425715675
telecommunication system,0.1253831746884022
base system,0.12514169231456318
art technique,0.1247931510028738
tool apply,0.12462528346338875
intelligence receive,0.12452467102244769
vision base,0.1243019959743068
datum trading,0.12387796817745822
analyze transaction,0.12354298982050727
mean information,0.12328074411028478
record state,0.12326970973108664
communication guardian,0.12323540844757552
connect patient,0.12323540844757552
device hospital,0.12323540844757552
device patient,0.12323540844757552
diagnose health,0.12323540844757552
electrocardiogram remote,0.12323540844757552
guardian device,0.12323540844757552
guardian module,0.12323540844757552
health heart,0.12323540844757552
heart patient,0.12323540844757552
hospital device,0.12323540844757552
hospital module,0.12323540844757552
microcontroller diagnose,0.12323540844757552
microcontroller server,0.12323540844757552
module guardian,0.12323540844757552
module hospital,0.12323540844757552
module patient,0.12323540844757552
network hospital,0.12323540844757552
patient microcontroller,0.12323540844757552
patient module,0.12323540844757552
patient predict,0.12323540844757552
provide electrocardiogram,0.12323540844757552
receive microcontroller,0.12323540844757552
transmit analyze,0.12323540844757552
unit database,0.12323540844757552
unit server,0.12323540844757552
abstract use,0.12315791673449705
image state,0.12313841477159593
apply artificial,0.12285030951276255
generate diagnostic,0.12225398023860035
train recognize,0.12198283506985574
configuration device,0.12194498455436509
data parameter,0.12194498455436509
diverse source,0.12194498455436509
eu artificial,0.12194498455436509
file different,0.12194498455436509
intelligence integrate,0.12194498455436509
lo vl,0.12194498455436509
loi lo,0.12194498455436509
multiple diverse,0.12194498455436509
parameter data,0.12194498455436509
structure configuration,0.12194498455436509
structure loi,0.12194498455436509
vl eu,0.12194498455436509
historical datum,0.12181119705946508
concerned traffic,0.12174539727604294
consist controller,0.12174539727604294
controller receiver,0.12174539727604294
datum concerned,0.12174539727604294
decision signal,0.12174539727604294
ordinary vehicle,0.12174539727604294
present vehicle,0.12174539727604294
priority vehicle,0.12174539727604294
receive ordinary,0.12174539727604294
regular traffic,0.12174539727604294
signal priority,0.12174539727604294
station decision,0.12174539727604294
switch present,0.12174539727604294
transmitter switch,0.12174539727604294
vehicle regular,0.12174539727604294
vehicle signal,0.12174539727604294
invention related,0.12159169445568974
chip recognition,0.12078242980730047
information acquisition,0.12056761885449296
intelligence al,0.12050969995180849
diagram artificial,0.12035022303090537
determine timing,0.1202503290793221
response group,0.1202503290793221
timing response,0.1202503290793221
interact artificial,0.12018599960594423
obtain supplemental,0.12017273337936785
supplemental information,0.12017273337936785
propose system,0.12016198367321251
invention relate,0.12015588387589027
al base,0.11976156421872142
platform artificial,0.11975976580289971
intelligence based,0.11975029773214485
sensor mean,0.1196497029803717
sheet rule,0.11920406697324593
substitute sheet,0.11920406697324593
system patient,0.11905418196704387
appropriate malicious,0.11866239594437389
assault identification,0.11866239594437389
asset association,0.11866239594437389
association away,0.11866239594437389
audit good,0.11866239594437389
away information,0.11866239594437389
broadly uphold,0.11866239594437389
constant assault,0.11866239594437389
continuous dynamic,0.11866239594437389
current situation,0.11866239594437389
current true,0.11866239594437389
data asset,0.11866239594437389
datum interloper,0.11866239594437389
decrease process,0.11866239594437389
duration invention,0.11866239594437389
dynamic decrease,0.11866239594437389
erroneous datum,0.11866239594437389
evaluation artificial,0.11866239594437389
explainable artificial,0.11866239594437389
good class,0.11866239594437389
great important,0.11866239594437389
important data,0.11866239594437389
information prepare,0.11866239594437389
information spillage,0.11866239594437389
intelligence process,0.11866239594437389
intelligence significant,0.11866239594437389
intelligence utilize,0.11866239594437389
interloper great,0.11866239594437389
invention audit,0.11866239594437389
issue like,0.11866239594437389
large information,0.11866239594437389
learning appropriate,0.11866239594437389
learning broadly,0.11866239594437389
learning prepare,0.11866239594437389
liability secure,0.11866239594437389
like constant,0.11866239594437389
malicious erroneous,0.11866239594437389
necessity current,0.11866239594437389
necessity security,0.11866239594437389
prepare continuous,0.11866239594437389
prepare machine,0.11866239594437389
process duration,0.11866239594437389
process satisfy,0.11866239594437389
process significant,0.11866239594437389
request necessity,0.11866239594437389
resolve major,0.11866239594437389
satisfy current,0.11866239594437389
scope region,0.11866239594437389
security different,0.11866239594437389
security invention,0.11866239594437389
security scope,0.11866239594437389
significant liability,0.11866239594437389
significant resolve,0.11866239594437389
situation safety,0.11866239594437389
spillage weakness,0.11866239594437389
true necessity,0.11866239594437389
uphold request,0.11866239594437389
use explainable,0.11866239594437389
utilize learning,0.11866239594437389
weakness evaluation,0.11866239594437389
yield security,0.11866239594437389
analyze record,0.1182203793162957
online system,0.11815089398487055
current market,0.11791600900204335
engine recommendation,0.11791600900204335
financial document,0.11791600900204335
market transmission,0.11791600900204335
perform current,0.11791600900204335
recommendation action,0.11791600900204335
transmission financial,0.11791600900204335
intelligence enable,0.1173083209071174
configuration store,0.11704954254946176
light emit,0.11678281000897228
server unit,0.1164738982851673
detection recognition,0.11603335588508223
invention detect,0.11581307767531857
intelligence detect,0.11562510953029914
transmit artificial,0.11559742493117131
present artificial,0.11510900347981112
receive priority,0.11488301917273724
test test,0.11452283952531306
implement artificial,0.1144942930683629
output computation,0.11431118573306209
related human,0.11412752591316222
input send,0.1139015844826996
base heart,0.11362974897209399
comprise artificial,0.11360198198497906
related intelligent,0.11355516815869693
agriculture ultimately,0.112892687791598
base organic,0.112892687791598
bio chemical,0.112892687791598
certain physiological,0.112892687791598
chemical physiological,0.112892687791598
common indoor,0.112892687791598
crop loss,0.112892687791598
diode fanning,0.112892687791598
disease pressure,0.112892687791598
disorder common,0.112892687791598
effectively lead,0.112892687791598
efficiency plant,0.112892687791598
efficiency prevent,0.112892687791598
elicit target,0.112892687791598
environment help,0.112892687791598
fanning use,0.112892687791598
farming post,0.112892687791598
incidence pest,0.112892687791598
intelligence pave,0.112892687791598
intelligence po,0.112892687791598
lead prevent,0.112892687791598
leds use,0.112892687791598
light user,0.112892687791598
loss output,0.112892687791598
morphogenic bio,0.112892687791598
optimize leds,0.112892687791598
parameter energy,0.112892687791598
pave way,0.112892687791598
photo morphogenic,0.112892687791598
physiological disorder,0.112892687791598
physiological plant,0.112892687791598
plant response,0.112892687791598
po rz,0.112892687791598
post present,0.112892687791598
pressure agriculture,0.112892687791598
prevent crop,0.112892687791598
prevent physiological,0.112892687791598
production effectively,0.112892687791598
productivity optimize,0.112892687791598
reduce incidence,0.112892687791598
relate organic,0.112892687791598
response environment,0.112892687791598
response lead,0.112892687791598
rz artificial,0.112892687791598
ultimately increase,0.112892687791598
wavelength elicit,0.112892687791598
channel property,0.11288284678112981
method vary,0.11288284678112981
property group,0.11288284678112981
vary verbosity,0.11288284678112981
affordable point,0.11247332148928824
analyse sound,0.11247332148928824
care screening,0.11247332148928824
classify underlie,0.11247332148928824
configure run,0.11247332148928824
control toggle,0.11247332148928824
device telemedicine,0.11247332148928824
diode lead,0.11247332148928824
enclose body,0.11247332148928824
housing enclose,0.11247332148928824
indicator comprise,0.11247332148928824
indicator toggle,0.11247332148928824
intelligence processor,0.11247332148928824
intelligent screen,0.11247332148928824
internet disclose,0.11247332148928824
module sync,0.11247332148928824
plurality lead,0.11247332148928824
plurality light,0.11247332148928824
point care,0.11247332148928824
port switch,0.11247332148928824
port temperature,0.11247332148928824
receive present,0.11247332148928824
screening device,0.11247332148928824
second toggle,0.11247332148928824
sensor transducer,0.11247332148928824
sound receive,0.11247332148928824
switch charge,0.11247332148928824
switch output,0.11247332148928824
switch plurality,0.11247332148928824
sync cloud,0.11247332148928824
toggle switch,0.11247332148928824
transducer unit,0.11247332148928824
underlie disease,0.11247332148928824
use affordable,0.11247332148928824
game recording,0.1123208425450013
allow caregiver,0.11227858565577309
capture contextual,0.11227858565577309
caregiver select,0.11227858565577309
diagnosis remote,0.11227858565577309
example device,0.11227858565577309
far capture,0.11227858565577309
forward image,0.11227858565577309
image contextual,0.11227858565577309
image screening,0.11227858565577309
propose diagnosis,0.11227858565577309
receive propose,0.11227858565577309
screening diagnosis,0.11227858565577309
store forward,0.11227858565577309
document set,0.11225851023867817
device far,0.1117605761106949
detection warn,0.11079740464811727
intelligence electric,0.11079740464811727
module internet,0.11079740464811727
prevent truck,0.11079740464811727
related detection,0.11079740464811727
thing weigh,0.11079740464811727
topple use,0.11079740464811727
truck topple,0.11079740464811727
warn prevent,0.11079740464811727
weigh device,0.11079740464811727
figure digital,0.10990403311668162
contextual datum,0.10982660782712428
detection means,0.10940437011174997
bet player,0.10923308218616601
camera chip,0.10923308218616601
determination chip,0.10923308218616601
player teaching,0.10923308218616601
result chip,0.10923308218616601
teaching device,0.10923308218616601
application al,0.1087320673166372
system physically,0.10863381493673363
operable detect,0.10800533053551886
roadway roadway,0.10792809654694158
station traffic,0.10780928314732396
additional annotated,0.10776619391628373
annotate document,0.10776619391628373
annotate entity,0.10776619391628373
annotated document,0.10776619391628373
base annotate,0.10776619391628373
based corpus,0.10776619391628373
categorize annotate,0.10776619391628373
category artificial,0.10776619391628373
category represent,0.10776619391628373
corpus artificial,0.10776619391628373
corpus enrichment,0.10776619391628373
corpus far,0.10776619391628373
document additional,0.10776619391628373
document plurality,0.10776619391628373
dw wl,0.10776619391628373
ee fl,0.10776619391628373
enrichment include,0.10776619391628373
enrichment knowledge,0.10776619391628373
entity relation,0.10776619391628373
far artificial,0.10776619391628373
fl dw,0.10776619391628373
generate identify,0.10776619391628373
hj lu,0.10776619391628373
include specified,0.10776619391628373
inquiry uz,0.10776619391628373
knowledge population,0.10776619391628373
ll intelligence,0.10776619391628373
model respond,0.10776619391628373
number annotated,0.10776619391628373
oo zo,0.10776619391628373
population query,0.10776619391628373
relation annotation,0.10776619391628373
set annotate,0.10776619391628373
set categorize,0.10776619391628373
specified number,0.10776619391628373
support model,0.10776619391628373
uj zz,0.10776619391628373
use corpus,0.10776619391628373
uz zn,0.10776619391628373
wl hj,0.10776619391628373
zh uj,0.10776619391628373
zn ee,0.10776619391628373
zo zh,0.10776619391628373
affective attribute,0.1068455783026695
affective value,0.1068455783026695
attribute artificial,0.1068455783026695
attribute continuously,0.1068455783026695
base growth,0.1068455783026695
decay factor,0.1068455783026695
decay method,0.1068455783026695
embodiment artificial,0.1068455783026695
embodiment growth,0.1068455783026695
entity embodiment,0.1068455783026695
facilitate artificial,0.1068455783026695
facilitate growth,0.1068455783026695
factor affective,0.1068455783026695
factor update,0.1068455783026695
growth decay,0.1068455783026695
input subsequent,0.1068455783026695
intelligence entity,0.1068455783026695
intelligence facilitate,0.1068455783026695
response related,0.1068455783026695
set affective,0.1068455783026695
subsequent updating,0.1068455783026695
update growth,0.1068455783026695
updating decay,0.1068455783026695
system artificial,0.10668886829918112
information acquire,0.10649775460967947
man power,0.10642402591640754
result storage,0.10638872376377773
acquire ai,0.10601525355983199
prior art,0.10589659827302322
green signal,0.10570683046759433
provide green,0.10570683046759433
lead light,0.10564105397468837
include intent,0.10556340363613803
way increase,0.10547338288132546
train artificial,0.10541033094048957
center control,0.10528617162396203
assist blind,0.10501840668005902
datum intent,0.10466603115672146
accord technical,0.10442748573257321
accurate trend,0.10442748573257321
advisor system,0.10442748573257321
al mode,0.10442748573257321
application filter,0.10442748573257321
artificial trend,0.10442748573257321
automated investment,0.10442748573257321
calc trs,0.10442748573257321
calculate trend,0.10442748573257321
classification logistic,0.10442748573257321
configure security,0.10442748573257321
dataset calc,0.10442748573257321
derive technical,0.10442748573257321
discrimination accurate,0.10442748573257321
division training,0.10442748573257321
fall percentile,0.10442748573257321
filter machine,0.10442748573257321
filter security,0.10442748573257321
financial ratio,0.10442748573257321
fr ratio,0.10442748573257321
include trend,0.10442748573257321
investment advisor,0.10442748573257321
investment system,0.10442748573257321
metric dataset,0.10442748573257321
metric probability,0.10442748573257321
mode trend,0.10442748573257321
model discrimination,0.10442748573257321
module sample,0.10442748573257321
percentile accurate,0.10442748573257321
plurality security,0.10442748573257321
plurality technical,0.10442748573257321
probability set,0.10442748573257321
ratio application,0.10442748573257321
ratio artificial,0.10442748573257321
ratio calculate,0.10442748573257321
ratio include,0.10442748573257321
ratio metric,0.10442748573257321
ratio security,0.10442748573257321
sample trs,0.10442748573257321
sector division,0.10442748573257321
sector trend,0.10442748573257321
security calculate,0.10442748573257321
security dataset,0.10442748573257321
security fall,0.10442748573257321
security select,0.10442748573257321
security technical,0.10442748573257321
select accurate,0.10442748573257321
select automated,0.10442748573257321
set financial,0.10442748573257321
set fr,0.10442748573257321
subset security,0.10442748573257321
technical ratio,0.10442748573257321
threshold filter,0.10442748573257321
training trs,0.10442748573257321
tree al,0.10442748573257321
trend accord,0.10442748573257321
trend classification,0.10442748573257321
trend fr,0.10442748573257321
trend model,0.10442748573257321
trend probability,0.10442748573257321
trend threshold,0.10442748573257321
trend train,0.10442748573257321
trs artificial,0.10442748573257321
trs sector,0.10442748573257321
user visually,0.10433138409414133
robot artificial,0.10423959263794336
include processing,0.10416224326671786
chip determine,0.10415096907633636
base channel,0.10413986045078505
improve artificial,0.1040106428260652
intelligence processing,0.10400423460304331
include game,0.10372509044760692
apartment complex,0.10365962005043294
area apartment,0.10365962005043294
area float,0.10365962005043294
arm camera,0.10365962005043294
behavior portion,0.10365962005043294
camera compression,0.10365962005043294
centralized hub,0.10365962005043294
collection driving,0.10365962005043294
collection integrated,0.10365962005043294
collection weight,0.10365962005043294
complex residential,0.10365962005043294
compression plate,0.10365962005043294
controller moving,0.10365962005043294
corresponding system,0.10365962005043294
datum efficient,0.10365962005043294
densely populated,0.10365962005043294
door inlet,0.10365962005043294
driving function,0.10365962005043294
efficient collection,0.10365962005043294
float population,0.10365962005043294
function integrated,0.10365962005043294
future waste,0.10365962005043294
hardware sensor,0.10365962005043294
hardware waste,0.10365962005043294
help information,0.10365962005043294
hub system,0.10365962005043294
inlet integrated,0.10365962005043294
inlet robot,0.10365962005043294
integrated behavior,0.10365962005043294
integrated management,0.10365962005043294
intelligence hardware,0.10365962005043294
intelligence radar,0.10365962005043294
intelligence software,0.10365962005043294
management robot,0.10365962005043294
management waste,0.10365962005043294
measure second,0.10365962005043294
monitor robot,0.10365962005043294
moving mean,0.10365962005043294
neighborhood area,0.10365962005043294
optimize waste,0.10365962005043294
plate door,0.10365962005043294
policy corresponding,0.10365962005043294
populated area,0.10365962005043294
portion management,0.10365962005043294
relate centralized,0.10365962005043294
residential neighborhood,0.10365962005043294
robot help,0.10365962005043294
robot integrated,0.10365962005043294
second waste,0.10365962005043294
sensor arm,0.10365962005043294
server monitor,0.10365962005043294
server vehicle,0.10365962005043294
software waste,0.10365962005043294
system centralized,0.10365962005043294
transport collection,0.10365962005043294
waste densely,0.10365962005043294
waste policy,0.10365962005043294
waste transport,0.10365962005043294
weight measure,0.10365962005043294
utilize artificial,0.10355436864952172
access email,0.10345712236190929
account link,0.10345712236190929
account obtain,0.10345712236190929
account send,0.10345712236190929
analyse technique,0.10345712236190929
automatically import,0.10345712236190929
bill contract,0.10345712236190929
bill management,0.10345712236190929
bill payable,0.10345712236190929
bill use,0.10345712236190929
bill user,0.10345712236190929
competitive win,0.10345712236190929
contract etc,0.10345712236190929
credential user,0.10345712236190929
date notify,0.10345712236190929
dbi system,0.10345712236190929
email account,0.10345712236190929
embed artificial,0.10345712236190929
forwarded bill,0.10345712236190929
import bill,0.10345712236190929
intelligence analyse,0.10345712236190929
link user,0.10345712236190929
manage bill,0.10345712236190929
manage ongoing,0.10345712236190929
obtain permission,0.10345712236190929
offer different,0.10345712236190929
ongoing bill,0.10345712236190929
payable date,0.10345712236190929
permission user,0.10345712236190929
processing bill,0.10345712236190929
product manage,0.10345712236190929
product supplier,0.10345712236190929
receive forwarded,0.10345712236190929
receive registration,0.10345712236190929
registration credential,0.10345712236190929
retrain artificial,0.10345712236190929
scanning automatically,0.10345712236190929
service vendor,0.10345712236190929
supplier dbi,0.10345712236190929
technique embed,0.10345712236190929
technique notify,0.10345712236190929
train retrain,0.10345712236190929
user bill,0.10345712236190929
user competitive,0.10345712236190929
user email,0.10345712236190929
vendor product,0.10345712236190929
win offer,0.10345712236190929
information sensor,0.10314787194060071
collection waste,0.10307439759319681
traffic base,0.10305351206368618
adapt camera,0.10304478648588034
alert blind,0.10304478648588034
blind people,0.10304478648588034
degree obstacle,0.10304478648588034
design classify,0.10304478648588034
detect adapt,0.10304478648588034
device ultrasonic,0.10304478648588034
distance person,0.10304478648588034
earphone follow,0.10304478648588034
embedded motor,0.10304478648588034
help rotate,0.10304478648588034
motor configure,0.10304478648588034
obstacle embedded,0.10304478648588034
obstacle point,0.10304478648588034
people earphone,0.10304478648588034
person obstacle,0.10304478648588034
point detect,0.10304478648588034
provide handheld,0.10304478648588034
rotate degree,0.10304478648588034
sensor help,0.10304478648588034
system processor,0.1030363628751767
execution automated,0.1027577435718191
chip determination,0.10266503451022113
assistance use,0.10250862000423921
computer assistance,0.10250862000423921
computerize personal,0.10250862000423921
different computer,0.10250862000423921
fact base,0.10250862000423921
identity machine,0.10250862000423921
input update,0.10250862000423921
interface natural,0.10250862000423921
machine identity,0.10250862000423921
new update,0.10250862000423921
protocol useable,0.10250862000423921
update artificial,0.10250862000423921
update fact,0.10250862000423921
update protocol,0.10250862000423921
useable plurality,0.10250862000423921
intelligence knowledge,0.1025086200042391
machine update,0.1025086200042391
patent use,0.10243639973804863
intelligence service,0.10236194117568354
